INAME	INUM	CAUSE	REP_DATE	START_DATE	IMT_TYPE	STATE	AREA	P_CNT	EXP_CTN	LAT	LONG	COUNTY
JUNKINS	CO-CUX-002046	Not Reported	08-Nov-16	Not Reported		Not Reported	18423	Not Reported	Not Reported	38.116	-105.242	Not Reported
KNOLLS	CO-SJF-001485	Not Reported	03-Nov-16	Not Reported		Not Reported	317	Not Reported	Not Reported	37.638	-108.549	Not Reported
ROUGH RIDGE	GA-CHF-160052	Natural	08-Nov-16	16-Oct-16	2	Georgia	6407	13.0	30-Nov-16	34.897	-84.564	Fannin
BOTELER	NC-NCF-160247	Undetermined	08-Nov-16	25-Oct-16	1	North Carolina	1713	10.0	20-Nov-16	35.068	-83.655	Clay
RAVEN ROCK	VA-VAF-000255	Undetermined	08-Nov-16	02-Nov-16		Virginia	2452	35.0	18-Nov-16	37.182	-82.593	Wise
TELLICO	NC-NCF-160280	Human	08-Nov-16	03-Nov-16	1	North Carolina	3417	10.0	16-Nov-16	35.274	-83.560	Macon
KNOB	NC-NCF-160275	Human	08-Nov-16	02-Nov-16	1	North Carolina	644	50.0	10-Nov-16	35.110	-83.542	Macon
WOLVERINE	MS-MNF-020038	Not Reported	08-Nov-16	Not Reported		Not Reported	452	Not Reported	Not Reported	31.135	-88.982	Not Reported
AVEY BRANCH	NC-NCF-160293	Undetermined	08-Nov-16	04-Nov-16		North Carolina	1200	17.0	25-Nov-16	35.373	-83.897	Graham
WOLF CREEK	TN-CNF-000256	Not Reported	08-Nov-16	Not Reported		Not Reported	444	Not Reported	Not Reported	35.163	-84.375	Not Reported
MAPLE SPRINGS	NC-NCF-160295	Undetermined	08-Nov-16	05-Nov-16	2	North Carolina	3500	10.0	05-Dec-16	35.398	-83.908	Graham
HWY 190	KY-KYS-003034	Human	08-Nov-16	02-Nov-16		Kentucky	400	100.0	11-Nov-16	36.738	-83.719	Bell
